"";"RSAL";"RGALLER";"REARING_NUMBER";"LEG";"N_GALLS";"N_CLEAN GALLS";"N_REAL GALLS";"PARASITISED_GALLS";"UNPARASITISED_GALLS";"TOTAL_PARASITISM RATE"
"12";"Sal1";"Oelaea";"198714E1-J1Oelaea";"20.07.87";22;0;22;20;2;0,909090909
"13";"Sal2";"Obridg";"198714L1-V1Obridg";"20.07.87";32;7;25;15;10;0,6
"14";"Sal3";"Ovaria";"198715A1-V1Ovaria";"22.07.87";66;0;66;30;36;0,454545455
"15";"Sal4";"Oobscu";"198715A-VOobscu";"20.07.87";66;14;52;34;18;0,653846154
"16";"Sal1";"Okriec";"198714A-C1Okriec";"20.07.87";91;0;91;78;13;0,857142857
"17";"Sal3";"Onigri";"198716A-C1Onigri";"22.07.87";92;8;84;27;57;0,321428571
"18";"Sal3";"Ovaria";"198716E1-V1Ovaria";"22.07.87";54;8;46;24;22;0,52173913
"19";"Sal4";"Ofoeti";"198717A-P1Ofoeti";"22.07.87";125;0;125;8;117;0,064
"20";"Sal4";"Oobscu";"198718A-Q1Oobscu";"22.07.87";129;12;117;1;116;0,008547009
"21";"Sal3";"Onigri";"198719A-DOnigri";"22.07.87";14;5;9;1;8;0,111111111
"22";"Sal3";"Ovaria";"198719F-JOvaria";"22.07.87";14;0;14;1;13;0,071428571
"23";"Sal5";"Ohasta";"198719I1-L1Ohasta";"22.07.87";12;0;12;0;12;0
"24";"Sal4";"Ofoeti";"198719T-G1Ofoeti";"22.07.87";42;0;42;1;41;0,023809524
"25";"Sal6";"Oadaph";"198720A-D1Oadaph";"22.07.87";90;0;90;7;83;0,077777778
"26";"Sal3";"Ovaria";"198720E1-V1Ovaria";"22.07.87";72;0;72;9;63;0,125
"27";"Sal7";"Ohelve";"198721A-V1Ohelve";"23.07.87";150;8;142;110;32;0,774647887
"28";"Sal8";"Onival";"198722A-V1Onival";"23.07.87";151;0;151;29;122;0,19205298
"29";"Sal9";"Obridg";"198634H1-M1Obridg";"17.07.86";24;0;24;22;2;0,916666667
"30";"Sal10";"Ovimin";"198636E1-37V1Ovimin";"17.07.86";276;0;276;57;219;0,206521739
"31";"Sal11";"Oproxi";"198638A-J1Oproxi";"18.07.86";142;24;118;102;16;0,86440678
"32";"Sal12";"Oproxi";"198639A-O1Oproxi";"18.07.86";212;6;206;193;13;0,936893204
"33";"Sal13";"Ocolla";"198640A-41V1Ocolla";"20.07.86";384;0;384;148;236;0,385416667
"34";"Sal13";"Ocolla";"198642A-43V1Ocolla";"20.07.86";307;0;307;80;227;0,260586319
"35";"Sal12";"Oproxi";"198645A-V1Oproxi";"22.07.86";170;12;158;149;9;0,943037975
"36";"Sal11";"Oproxi";"198646A-47V1Oproxi";"22.07.86";355;0;355;351;4;0,988732394
"37";"Sal6";"Oadaph";"198648A-JOadaph";"26.07.86";30;0;30;2;28;0,066666667
"38";"Sal11";"Oproxi";"198648M-B1Oproxi";"25.07.86";51;2;49;31;18;0,632653061
"39";"Sal12";"Oproxi";"198649A-H1Oproxi";"26.07.86";102;5;97;93;4;0,958762887
"40";"Sal14";"Osamol";"199045A-ROsamol";"08.08.90";72;6;66;13;53;0,196969697
"41";"Sal15";"Omyrsi";"199045T-48QOmyrsi";"08.08.90";568;43;525;174;351;0,331428571
"42";"Sal16";"Oarcti";"199048S-49D1Oarcti";"08.08.90";240;15;225;54;171;0,24
"43";"Sal17";"Onival";"199049F1-N1Onival";"08.08.90";38;5;33;23;10;0,696969697
"44";"Sal17";"Eboreo";"199050A-51WEboreo";"10.08.90";424;43;381;4;377;0,010498688
"45";"Sal17";"Onival";"199051Y-V1Onival";"10.08.90";116;32;84;16;68;0,19047619
"46";"Sal17";"Oglauc";"199052A-NOglauc";"10.08.90";56;15;41;14;27;0,341463415
"47";"Sal14";"Elappo";"199052I1-Q1Elappo";"10.08.90";54;5;49;0;49;0
"48";"Sal14";"Elappc";"199052P-G1Elappc";"10.08.90";108;2;106;0;106;0
"49";"Sal14";"Osamol";"199052S1-V1Osamol";"10.08.90";13;1;12;0;12;0
"50";"Sal14";"Olappo";"199053A-MOlappo";"10.08.90";53;6;47;8;39;0,170212766
"51";"Sal14";"Olappl";"199053O-WOlappl";"10.08.90";38;9;29;6;23;0,206896552
"52";"Sal3";"Onigri";"199054A-QOnigri";"15.08.90";68;23;45;37;8;0,822222222
"53";"Sal3";"Emyrsi";"199054S-55HEmyrsi";"15.08.90";228;45;183;82;101;0,448087432
"54";"Sal3";"Ovaria";"199055J-V1Ovaria";"15.08.90";194;37;157;89;68;0,566878981
"55";"Sal18";"Ogalla";"199101A1-3GOgalla";"06.08.91";306;45;261;88;173;0,337164751
"56";"Sal18";"Ogalla";"199101G-SOgalla";"31.07.91";50;0;50;7;43;0,14
"57";"Sal19";"Hischn";"199104A-V1Hischn";"27.08.91";122;19;103;16;87;0,155339806
"58";"Sal19";"Emyrsi";"199105A-WEmyrsi";"27.08.91";137;24;113;4;109;0,03539823
"59";"Sal19";"Onigri";"199105Y-O1Onigri";"27.08.91";68;16;52;45;7;0,865384615
"60";"Sal19";"Ovaria";"199106A-J1Ovaria";"27.08.91";144;2;142;51;91;0,35915493
"61";"Sal5";"Ehasta";"199106L1-V1Ehasta";"27.08.91";57;22;35;1;34;0,028571429
"62";"Sal20";"Egemmf";"199107A-8IEgemmf";"27.08.91";344;74;270;22;248;0,081481481
"63";"Sal20";"Ofoeti";"199108K-9EOfoeti";"27.08.91";172;1;171;31;140;0,18128655
"64";"Sal20";"Omonti";"199109G-NOmonti";"27.08.91";33;0;33;1;32;0,03030303
"65";"Sal20";"Oobscu";"199109P-ROobscu";"27.08.91";12;0;12;6;6;0,5
"66";"Sal4";"Ofoeti";"199109T-V1Ofoeti";"29.08.91";127;0;127;10;117;0,078740157
"67";"Sal4";"Omonti";"199110A-11QOmonti";"29.08.91";260;1;259;31;228;0,11969112
"68";"Sal4";"Oobscu";"199111H1-V1Oobscu";"29.08.91";96;11;85;33;52;0,388235294
"69";"Sal4";"Egemmf";"199111S-F1Egemmf";"29.08.91";88;19;69;0;69;0
"70";"Sal1";"Okriec";"199112A-E1Okriec";"30.08.91";124;12;112;47;65;0,419642857
"71";"Sal1";"Eelaea";"199112F1-13MEelaea";"30.08.91";116;8;108;45;63;0,416666667
"72";"Sal1";"Eelaea";"199113O-T1Eelaea";"30.08.91";125;16;109;88;21;0,80733945
"73";"Sal1";"Eelaea";"199114A-FEelaea";"30.08.91";24;0;24;2;22;0,083333333
"74";"Sal1";"Okriec";"199114H-15VOkriec";"31.08.91";248;38;210;97;113;0,461904762
"75";"Sal21";"Hcarin";"199115X-16WHcarin";"01.09.91";192;66;126;67;59;0,531746032
"76";"Sal5";"Ehasta";"199116Q1-T1Ehasta";"01.09.91";24;9;15;2;13;0,133333333
"77";"Sal5";"Ohasta";"199116Y-O1Ohasta";"01.09.91";68;0;68;10;58;0,147058824
"78";"Sal8";"Onival";"199117A-C1Onival";"01.09.91";116;6;110;18;92;0,163636364
"79";"Sal8";"Eboreo";"199117E1-G1Eboreo";"01.09.91";17;2;15;1;14;0,066666667
"80";"Sal7";"Egemmh";"199117I1-K1Egemmh";"01.09.91";20;5;15;2;13;0,133333333
"81";"Sal8";"Hplicg";"199117M1-V1Hplicg";"02.09.91";38;3;35;27;8;0,771428571
"82";"Sal7";"Omacul";"199118A1-Q1Omacul";"01.09.91";74;1;73;33;40;0,452054795
"83";"Sal5";"Ehasta";"199118A-ZEhasta";"02.09.91";164;36;128;41;87;0,3203125
"84";"Sal7";"Egemmh";"199118R1-U1Egemmh";"01.09.91";36;18;18;4;14;0,222222222
"85";"Sal7";"Egemmh";"199119A-O1Egemmh";"04.09.91";247;25;222;101;121;0,454954955
"86";"Sal7";"Hspirh";"199119Q1-20XHspirh";"04.09.91";107;55;52;11;41;0,211538462
"87";"Sal7";"Omacul";"199120A1-G1Omacul";"04.09.91";28;0;28;14;14;0,5
"88";"Sal5";"Ehasta";"199120I1-J1Ehasta";"04.09.91";12;6;6;1;5;0,166666667
"89";"Sal5";"Ohasta";"199120L1-M1Ohasta";"04.09.91";8;0;8;0;8;0
"90";"Sal8";"Onival";"199121A-UOnival";"04.09.91";83;1;82;16;66;0,195121951
"91";"Sal8";"Hplicg";"199121W-V1Hplicg";"04.09.91";76;24;52;47;5;0,903846154
"92";"Sal5";"Ehasta";"199122A1-O1Ehasta";"05.09.91";91;7;84;3;81;0,035714286
"93";"Sal7";"Omacul";"199122F-ROmacul";"04.09.91";53;1;52;11;41;0,211538462
"94";"Sal7";"Egemmh";"199122T-UEgemmh";"04.09.91";14;6;8;0;8;0
"95";"Sal22";"Obrevi";"199123A-24HObrevi";"05.09.91";226;0;226;137;89;0,60619469
"96";"Sal7";"Egemmh";"199124A1-D1Egemmh";"06.09.91";23;2;21;16;5;0,761904762
"97";"Sal4";"Oobscu";"199124E1-T1Oobscu";"06.09.91";100;35;65;54;11;0,830769231
"98";"Sal23";"Oretic";"199124J-MOretic";"05.09.91";19;0;19;9;10;0,473684211
"99";"Sal24";"Oretus";"199124O-XOretus";"05.09.91";40;0;40;33;7;0,825
"100";"Sal4";"Egemmf";"199124U1-V1Egemmf";"06.09.91";14;6;8;7;1;0,875
"101";"Sal18";"Enigri";"199125A-K1Enigri";"22.09.91";222;9;213;123;90;0,577464789
"102";"Sal25";"Emucro";"199125M1-T1Emucro";"23.09.91";48;3;45;1;44;0,022222222
"103";"Sal25";"Emucro";"199126A-27UEmucro";"23.10.91";414;0;414;60;354;0,144927536
"104";"Sal25";"Emucro";"199127W-28KEmucro";"23.10.91";222;0;222;6;216;0,027027027
"105";"Sal19";"Onigri";"199201A-2V1Onigri";"19.07.92";411;33;378;22;356;0,058201058
"106";"Sal20";"Ofoeti";"199203A-B1Ofoeti";"19.07.92";112;1;111;26;85;0,234234234
"107";"Sal19";"Emyrsi";"199204A-TEmyrsi";"25.08.92";96;40;56;2;54;0,035714286
"108";"Sal19";"Onigri";"199204K1-5OOnigri";"25.08.92";107;16;91;33;58;0,362637363
"109";"Sal19";"Ovaria";"199204V-I1Ovaria";"25.08.92";57;2;55;8;47;0,145454545
"110";"Sal20";"Egemmf";"199205Q-V1Egemmf";"25.08.92";160;43;117;2;115;0,017094017
"111";"Sal20";"Egemmf";"199206A-UEgemmf";"25.08.92";105;41;64;2;62;0,03125
"112";"Sal20";"Omonti";"199206J1-K1Omonti";"25.08.92";8;0;8;0;8;0
"113";"Sal5";"Ehasta";"199206M1-7FEhasta";"25.08.92";81;29;52;4;48;0,076923077
"114";"Sal20";"Ofoeti";"199206W-H1Ofoeti";"25.08.92";46;4;42;17;25;0,404761905
"115";"Sal19";"Emyrsi";"199207H1-8G1Emyrsi";"25.08.92";276;69;207;36;171;0,173913043
"116";"Sal19";"Ovaria";"199207H-F1Ovaria";"25.08.92";128;3;125;25;100;0,2
"117";"Sal19";"Emyrsi";"199208I1-V1Emyrsi";"25.08.92";80;22;58;6;52;0,103448276
"118";"Sal19";"Ovaria";"199209A-M1Ovaria";"25.08.92";155;6;149;20;129;0,134228188
"119";"Sal1";"Eelaea";"199210A-QEelaea";"25.08.92";69;7;62;0;62;0
"120";"Sal1";"Eelaea";"199210S-11K1Eelaea";"26.08.92";268;55;213;78;135;0,366197183
"121";"Sal21";"Hcarin";"199211O1-V1Hcarin";"27.08.92";227;49;178;40;138;0,224719101
"122";"Sal7";"Egemmh";"199212A-V1Egemmh";"27.08.92";248;67;181;12;169;0,066298343
"123";"Sal5";"Ehasta";"199213A-UEhasta";"28.08.92";107;38;69;0;69;0
"124";"Sal5";"Ohasta";"198723A-V1Ohasta";"23.07.87";144;4;140;35;105;0,25
"125";"Sal7";"Omacul";"198724A-R1Omacul";"23.07.87";129;0;129;12;117;0,093023256
"126";"Sal7";"Ohelve";"198724S1-V1Ohelve";"23.07.87";21;0;21;0;21;0
"127";"Sal22";"Obrevi";"198725A-26V1Obrevi";"26.07.87";288;1;287;9;278;0,031358885
"128";"Sal5";"Ohasta";"198727A-V1Ohasta";"26.07.87";144;1;143;70;73;0,48951049
"129";"Sal8";"Onival";"198728A-C1Onival";"27.07.87";88;6;82;3;79;0,036585366
"130";"Sal6";"Oadaph";"198728E1-R1Oadaph";"27.07.87";41;1;40;3;37;0,075
"131";"Sal7";"Omacul";"198729A-30E1Omacul";"27.07.87";237;4;233;33;200;0,141630901
"132";"Sal7";"Ohelve";"198730G1-31V1Ohelve";"27.07.87";202;9;193;116;77;0,601036269
"133";"Sal10";"Ovesic";"198732A-H1Ovesic";"27.07.87";102;0;102;1;101;0,009803922
"134";"Sal10";"Ovimin";"198732J1-S1Ovimin";"27.07.87";30;0;30;0;30;0
"135";"Sal5";"Ohasta";"198733A1-F1Ohasta";"27.07.87";19;0;19;1;18;0,052631579
"136";"Sal10";"Oviril";"198733A-YOviril";"27.07.87";75;0;75;22;53;0,293333333
"137";"Sal2";"Obridg";"198733K1-V1Obridg";"27.07.87";35;1;34;11;23;0,323529412
"138";"Sal3";"Ovaria";"198734A-35V1Ovaria";"28.07.87";288;4;284;90;194;0,316901408
"139";"Sal5";"Ohasta";"198736A-37ROhasta";"30.07.87";197;3;194;17;177;0,087628866
"140";"Sal6";"Oadaph";"198737T-38H1Oadaph";"30.07.87";189;2;187;106;81;0,56684492
"141";"Sal6";"Oadaph";"198738K1-T1Oadaph";"30.07.87";15;4;11;3;8;0,272727273
"142";"Sal18";"Obridg";"198743D-KObridg";"14.07.87";10;0;10;7;3;0,7
"143";"Sal9";"Opedun";"198743U-V1Opedun";"14.07.87";36;0;36;28;8;0,777777778
"144";"Sal9";"Obridg";"198744A-KObridg";"14.07.87";15;0;15;8;7;0,533333333
"145";"Sal18";"Ogalla";"198744M-XOgalla";"14.07.87";32;0;32;8;24;0,25
"146";"Sal11";"Oproxi";"198745A-E1Oproxi";"02.10.87";94;11;83;31;52;0,373493976
"147";"Sal10";"Ovimin";"198746A-47LOvimin";"02.10.87";183;0;183;78;105;0,426229508
"148";"Sal26";"Otrian";"198747M-48FOtrian";"17.10.87";123;0;123;14;109;0,113821138
"149";"Sal12";"Oproxi";"198748H-K1Oproxi";"22.10.87";88;0;88;17;71;0,193181818
"150";"Sal10";"Ovimin";"198748M1-49WOvimin";"17.10.87";100;0;100;88;12;0,88
"151";"Sal10";"Oviril";"1987SAOviril";"26.05.87";105;5;100;4;96;0,04
"152";"Sal27";"Oglabr";"198801A1-2V1Oglabr";"27.07.88";204;6;198;3;195;0,015151515
"153";"Sal16";"Oarcti";"198801A-ZOarcti";"26.07.88";78;4;74;6;68;0,081081081
"154";"Sal17";"Onival";"198803A-4JOnival";"27.07.88";175;6;169;19;150;0,112426036
"155";"Sal5";"Ohasta";"198804L-Q1Ohasta";"27.07.88";97;4;93;13;80;0,139784946
"156";"Sal14";"Olappo";"198805A-6V1Olappo";"27.07.88";288;6;282;12;270;0,042553191
"157";"Sal16";"Oarcti";"198807A-V1Oarcti";"27.07.88";144;7;137;6;131;0,04379562
"158";"Sal17";"Onival";"198808A-V1Onival";"27.07.88";131;6;125;47;78;0,376
"159";"Sal14";"Olappo";"198809A-V1Olappo";"27.07.88";125;0;125;54;71;0,432
